image_id,class_id,point1_x,point1_y,point2_x,point2_y,detection_point1_x,detection_point1_y,detection_point2_x,detection_point2_y,context_roi_point1_x,context_roi_point1_y,context_roi_point2_x,context_roi_point2_y
5,2,0.406,0.22296173044925124,0.738,0.8618968386023295,0.41594711035459214,0.34393906716430456,0.6911145183638185,0.6883194048515491,-1,-1,-1,-1
5,3,0.406,0.22296173044925124,0.738,0.8618968386023295,0.3936789038262668,0.3637476279280067,0.7084710990014219,0.7276299849229507,0.3936789038262668,0.22296173044925124,0.738,0.8618968386023295
5,4,0.406,0.22296173044925124,0.738,0.8618968386023295,0.5161411478699425,0.2180518250457186,0.7332591990773656,0.637514623225043,-1,-1,-1,-1
6,0,0.118,0.1464226289517471,0.638,0.9417637271214643,0.31422182889857486,0.43366781159235157,0.544015247301577,0.7350358815283455,-1,-1,-1,-1
6,1,0.118,0.1464226289517471,0.638,0.9417637271214643,0.2950255148413263,0.26543703588068795,0.5184503533601021,0.6964543091450623,-1,-1,-1,-1
6,2,0.118,0.1464226289517471,0.638,0.9417637271214643,0.30000426678031283,0.25359810650246073,0.5202559083546083,0.6467078203999032,-1,-1,-1,-1
6,3,0.118,0.1464226289517471,0.638,0.9417637271214643,0.20646407118504395,0.3219261235091034,0.4242443254346562,0.7214368074978486,-1,-1,-1,-1
6,4,0.118,0.1464226289517471,0.638,0.9417637271214643,0.2092827340316378,0.32119808755109724,0.41027901461107164,0.7254516811666308,-1,-1,-1,-1
7,0,0.424,0.2512479201331115,0.749,0.8236272878535774,0.513977082340276,0.5746515638446644,0.7750314201662681,0.9839581540447504,-1,-1,-1,-1
7,1,0.424,0.2512479201331115,0.749,0.8236272878535774,0.47240715460792077,0.276423521583544,0.7051279882610523,0.7941947057202022,0.424,0.2512479201331115,0.749,0.8236272878535774
7,2,0.424,0.2512479201331115,0.749,0.8236272878535774,0.4693554914724987,0.21950771312089878,0.6539573629984812,0.8107167439288404,0.424,0.21950771312089878,0.749,0.8236272878535774
7,3,0.424,0.2512479201331115,0.749,0.8236272878535774,0.421778050672182,0.2107776372650199,0.7344238533722208,0.8278060624193201,0.421778050672182,0.2107776372650199,0.749,0.8278060624193201
7,4,0.424,0.2512479201331115,0.749,0.8236272878535774,0.45647536931634564,0.23524419945406627,0.647444968632853,0.7096247714070568,-1,-1,-1,-1
8,0,0.285,0.2529118136439268,0.599,0.8069883527454242,0.325836213199651,0.29605302137680184,0.49423088381430974,0.6165396974337081,-1,-1,-1,-1
8,1,0.285,0.2529118136439268,0.599,0.8069883527454242,0.38098529551366983,0.3567744926413242,0.5673973927700039,0.7808792193046741,-1,-1,-1,-1
8,2,0.285,0.2529118136439268,0.599,0.8069883527454242,0.31741342475520296,0.1618450644094234,0.5444115655498643,0.8699014108890921,0.285,0.1618450644094234,0.599,0.8699014108890921
8,3,0.285,0.2529118136439268,0.599,0.8069883527454242,0.33067900885470525,0.2896721161991717,0.5219351641271329,0.7091605470430831,-1,-1,-1,-1
8,4,0.285,0.2529118136439268,0.599,0.8069883527454242,0.3078642315553904,0.2329934886728835,0.5250619061853671,0.7045939407742577,0.285,0.2329934886728835,0.599,0.8069883527454242
9,0,0.312,0.129783693843594,0.985,0.6821963394342762,0.6785451263774883,0.11228840445487306,0.8558787017475117,0.38765413215361444,-1,-1,-1,-1
9,1,0.312,0.129783693843594,0.985,0.6821963394342762,0.5826585172004266,0.16113299634083209,0.8649725613204499,0.5036498183022268,-1,-1,-1,-1
9,2,0.312,0.129783693843594,0.985,0.6821963394342762,0.4450362954046019,0.10890436746987951,0.7136042376955145,0.5507981108305992,-1,-1,-1,-1
9,3,0.312,0.129783693843594,0.985,0.6821963394342762,0.3319817023292076,0.1322627108601818,0.5682487921729577,0.6849032219839178,-1,-1,-1,-1
9,4,0.312,0.129783693843594,0.985,0.6821963394342762,0.4378218705059947,0.11652391338512533,0.7237930061158868,0.6149531510528722,-1,-1,-1,-1
10,0,0.479,0.3793677204658902,0.806,0.9883527454242929,0.5175238434753102,0.5437459239861231,0.762194407639607,0.8715551379625646,-1,-1,-1,-1
10,1,0.479,0.3793677204658902,0.806,0.9883527454242929,0.46891322328238105,0.38437861378549915,0.8178358738770036,1.0,0.46891322328238105,0.3793677204658902,0.8178358738770036,1.0
10,2,0.479,0.3793677204658902,0.806,0.9883527454242929,0.5275284334200491,0.5452867202627474,0.7383985233405507,0.821976942367685,-1,-1,-1,-1
10,3,0.479,0.3793677204658902,0.806,0.9883527454242929,0.5431110812071808,0.5032689526241125,0.7297012976061595,0.8621116546263178,-1,-1,-1,-1
10,4,0.479,0.3793677204658902,0.806,0.9883527454242929,0.5477104305358066,0.5409524888056692,0.7255462993633661,0.8126894085829927,-1,-1,-1,-1
11,0,0.433,0.5224625623960066,0.796,0.9916805324459235,0.4977609186655733,0.6355043499892427,0.7172745524172699,0.9697126956486661,-1,-1,-1,-1
11,1,0.433,0.5224625623960066,0.796,0.9916805324459235,0.5014498216536324,0.6343197847192341,0.6898320857839969,1.0,-1,-1,-1,-1
11,2,0.433,0.5224625623960066,0.796,0.9916805324459235,0.47428848282381075,0.6367397603808089,0.712389720139607,1.0,-1,-1,-1,-1
11,3,0.433,0.5224625623960066,0.796,0.9916805324459235,0.4957681555289394,0.6040265974612736,0.7022657108405507,0.9620653372418244,-1,-1,-1,-1
11,4,0.433,0.5224625623960066,0.796,0.9916805324459235,0.5138775767313534,0.6327442162623709,0.6659603967045308,1.0,-1,-1,-1,-1
12,0,0.213,0.30449251247920134,0.684,0.7204658901830283,0.39853255578625907,0.33566289432282703,0.6102930520658286,0.6059901225997741,-1,-1,-1,-1
12,1,0.213,0.30449251247920134,0.684,0.7204658901830283,0.11310180537826396,0.30782203871288727,0.806238563008984,0.5798729586314006,-1,-1,-1,-1
12,2,0.213,0.30449251247920134,0.684,0.7204658901830283,0.4620137259040525,0.3414965316063361,0.7002048433258466,0.7154581985867577,-1,-1,-1,-1
12,3,0.213,0.30449251247920134,0.684,0.7204658901830283,0.23302118090340615,0.2563790930322854,0.43593814380413004,0.745194610753281,-1,-1,-1,-1
12,4,0.213,0.30449251247920134,0.684,0.7204658901830283,0.41610342221028307,0.26068498673824764,0.5692718726772557,0.6560653712786414,-1,-1,-1,-1
13,0,0.12,0.07820299500831947,0.715,0.7021630615640599,0.44655444234948616,0.24323996250067234,0.7205837056456825,0.6003666941762587,-1,-1,-1,-1
13,1,0.12,0.07820299500831947,0.715,0.7021630615640599,0.4860217499757627,0.23380729951054216,0.7024318375533222,0.5770861417209014,-1,-1,-1,-1
13,2,0.12,0.07820299500831947,0.715,0.7021630615640599,0.696244248683105,0.007721945258713425,0.9274933902775983,0.3546854567404663,-1,-1,-1,-1
13,3,0.12,0.07820299500831947,0.715,0.7021630615640599,0.5290349666433719,0.07537763007946967,0.6721755681634566,0.5905255893832024,-1,-1,-1,-1
13,4,0.12,0.07820299500831947,0.715,0.7021630615640599,0.5173782301294274,0.24399596852813038,0.7074696048708958,0.6245201229023236,-1,-1,-1,-1
14,0,0.356,0.5557404326123128,0.87,0.9916805324459235,0.39709359043756465,0.5913744612938361,0.6396185195433687,0.9284844455948795,-1,-1,-1,-1
14,1,0.356,0.5557404326123128,0.87,0.9916805324459235,0.36969707374612204,0.5191917222461274,0.733093198600698,0.9127251892615104,0.356,0.5191917222461274,0.87,0.9916805324459235
14,2,0.356,0.5557404326123128,0.87,0.9916805324459235,0.3438904376656218,0.8031162386712026,0.9542067802926254,0.9738295747162758,-1,-1,-1,-1
14,3,0.356,0.5557404326123128,0.87,0.9916805324459235,0.29088184628886055,0.5058518112629088,0.8098846403987849,0.9464929682457509,0.29088184628886055,0.5058518112629088,0.87,0.9916805324459235
14,4,0.356,0.5557404326123128,0.87,0.9916805324459235,0.4117877885252391,0.5079712334270117,0.6438923059599599,1.0,-1,-1,-1,-1
15,0,0.292,0.20465890183028287,0.712,0.718801996672213,0.4895433585670889,0.31482579662959875,0.661349938598759,0.6788067973624409,-1,-1,-1,-1
15,1,0.292,0.20465890183028287,0.712,0.718801996672213,0.4105663279836156,0.2458698318665286,0.659709311074037,0.6716779751539641,-1,-1,-1,-1
15,2,0.292,0.20465890183028287,0.712,0.718801996672213,0.34798878745677675,0.18268163684313146,0.661016044103865,0.7187818832528776,0.292,0.18268163684313146,0.712,0.718801996672213
15,3,0.292,0.20465890183028287,0.712,0.718801996672213,0.20755465644591845,0.3344799573573311,0.7638658998917399,0.6417783123285553,0.20755465644591845,0.20465890183028287,0.7638658998917399,0.718801996672213
15,4,0.292,0.20465890183028287,0.712,0.718801996672213,0.4277762538274787,0.23421605646918028,0.6668016341011181,0.7280505602207938,0.292,0.20465890183028287,0.712,0.7280505602207938
16,0,0.335,0.09983361064891846,0.818,0.7637271214642263,0.37398796515479577,0.0706221404871719,0.8031041205484101,0.5804816293634358,0.335,0.0706221404871719,0.818,0.7637271214642263
16,1,0.335,0.09983361064891846,0.818,0.7637271214642263,0.6031408300074328,0.01392531271850796,0.8005609679986427,0.588374178914318,-1,-1,-1,-1
16,2,0.335,0.09983361064891846,0.818,0.7637271214642263,0.4713922794503781,0.08537908347256212,0.681086069795437,0.42806129652538727,-1,-1,-1,-1
16,3,0.335,0.09983361064891846,0.818,0.7637271214642263,0.3080945493270101,0.11576538611197021,0.8662627574206632,0.5844686642776463,0.3080945493270101,0.09983361064891846,0.8662627574206632,0.7637271214642263
16,4,0.335,0.09983361064891846,0.818,0.7637271214642263,0.4315768757675155,0.1140291932938226,0.7050527515431101,0.6514778071549592,-1,-1,-1,-1
17,0,0.337,0.04492512479201331,0.493,0.47254575707154745,0.5029895865313146,0.26530490684837565,0.6725489114408286,0.6211493224572396,-1,-1,-1,-1
17,1,0.337,0.04492512479201331,0.493,0.47254575707154745,0.3382502085420437,0.22350829973073097,0.4947694070336737,0.513624916798892,0.337,0.04492512479201331,0.4947694070336737,0.513624916798892
17,2,0.337,0.04492512479201331,0.493,0.47254575707154745,0.33429863978073293,0.12555628922638096,0.4946150833966197,0.41130515014858543,0.33429863978073293,0.04492512479201331,0.4946150833966197,0.47254575707154745
17,3,0.337,0.04492512479201331,0.493,0.47254575707154745,0.35840569607597594,0.21749013877776732,0.49602362584426707,0.48483995972730204,-1,-1,-1,-1
17,4,0.337,0.04492512479201331,0.493,0.47254575707154745,0.331246818850181,0.019499826349202613,0.4748675278325362,0.2994821781545826,-1,-1,-1,-1
18,0,0.203,0.36938435940099834,0.588,0.8103161397670549,0.1990453015932006,0.30441121349236233,0.5752548959410548,0.7616792504840791,0.1990453015932006,0.30441121349236233,0.588,0.8103161397670549
18,1,0.203,0.36938435940099834,0.588,0.8103161397670549,0.2344003261183509,0.4002809508121773,0.5398575981006011,0.7593370132314974,0.203,0.36938435940099834,0.588,0.8103161397670549
18,2,0.203,0.36938435940099834,0.588,0.8103161397670549,0.1273432418996817,0.252117426177926,0.6371240941297182,0.6839407364390598,-1,-1,-1,-1
18,3,0.203,0.36938435940099834,0.588,0.8103161397670549,0.22089109055875128,0.3396581758115049,0.5566624007279278,0.7548551313232842,0.203,0.3396581758115049,0.588,0.8103161397670549
18,4,0.203,0.36938435940099834,0.588,0.8103161397670549,0.22597412929909674,0.39546684225742257,0.5352309817735263,0.7943773909813361,0.203,0.36938435940099834,0.588,0.8103161397670549
19,0,0.355,0.22961730449251247,0.718,0.9267886855241264,0.36096828898574845,0.22069177939436316,0.5814400232072453,0.4450734543923462,-1,-1,-1,-1
19,1,0.355,0.22961730449251247,0.718,0.9267886855241264,0.3878380224154925,0.2741518792104803,0.6172293472684527,0.678933962692287,-1,-1,-1,-1
19,2,0.355,0.22961730449251247,0.718,0.9267886855241264,0.41623792677902016,0.3580586733793433,0.6434311023542528,0.6847331429512694,-1,-1,-1,-1
19,3,0.355,0.22961730449251247,0.718,0.9267886855241264,0.4727057976707924,0.39790895760777484,0.6906241542181036,0.9076468751680831,-1,-1,-1,-1
19,4,0.355,0.22961730449251247,0.718,0.9267886855241264,0.42541191471892775,0.508603540837457,0.7376483021748966,0.8806995910539479,-1,-1,-1,-1
20,0,0.427,0.08153078202995008,0.771,0.8452579034941764,0.4267843851998772,0.11324771217963371,0.6416220758668886,0.8979989083006131,0.4267843851998772,0.08153078202995008,0.771,0.897998908300613
20,1,0.427,0.08153078202995008,0.771,0.8452579034941764,0.5409775016966132,0.08974888813064759,0.7019143957633144,0.4421541670308466,-1,-1,-1,-1
20,2,0.427,0.08153078202995008,0.771,0.8452579034941764,0.48612914534118085,0.25355616452977087,0.6994914199844882,0.5826173870986177,-1,-1,-1,-1
20,3,0.427,0.08153078202995008,0.771,0.8452579034941764,0.40750131538020296,0.2971468218017158,0.6918832331186983,0.5891730461186263,-1,-1,-1,-1
20,4,0.427,0.08153078202995008,0.771,0.8452579034941764,0.44237826800025853,0.3382326739995697,0.6113719289280636,0.7679609341383391,-1,-1,-1,-1
21,0,0.42,0.016638935108153077,0.692,0.589018302828619,0.4742488446871768,0.12633088944085494,0.6554149481725051,0.3853288082575839,-1,-1,-1,-1
21,1,0.42,0.016638935108153077,0.692,0.589018302828619,0.4641736256422893,0.0,0.6537971693825944,0.3872896808355072,-1,-1,-1,-1
21,2,0.42,0.016638935108153077,0.692,0.589018302828619,0.40263232573358326,0.13095757226730584,0.697971032348759,0.6221394366528614,0.40263232573358326,0.016638935108153077,0.697971032348759,0.6221394366528614
21,3,0.42,0.016638935108153077,0.692,0.589018302828619,0.4445575134214226,0.21044835207179163,0.673573254306166,0.5361378549913941,-1,-1,-1,-1
21,4,0.42,0.016638935108153077,0.692,0.589018302828619,0.4157454481785645,0.19227954647832401,0.6955263439600569,0.5603749050330787,0.4157454481785645,0.016638935108153077,0.6955263439600569,0.589018302828619
22,0,0.373,0.09484193011647254,0.682,0.6672212978369384,0.32901780484504267,0.12587345405618008,0.6507431393202237,0.6148390646850797,0.32901780484504267,0.09484193011647254,0.682,0.6672212978369384
22,1,0.373,0.09484193011647254,0.682,0.6672212978369384,0.24642108021748965,0.09746030193598053,0.6581738382238883,0.7536376322813576,0.24642108021748965,0.09484193011647254,0.682,0.7536376322813576
22,2,0.373,0.09484193011647254,0.682,0.6672212978369384,0.31411354988042917,0.1824981636927173,0.6783541942702948,0.6928261840610209,0.31411354988042917,0.09484193011647254,0.682,0.6928261840610209
22,3,0.373,0.09484193011647254,0.682,0.6672212978369384,0.3527103017749806,0.1606276572879128,0.6797337655320902,0.5536385042121611,0.3527103017749806,0.09484193011647254,0.682,0.6672212978369384
22,4,0.373,0.09484193011647254,0.682,0.6672212978369384,0.46414856777565927,0.3213773586253496,0.6744134818139219,0.6882004335702184,-1,-1,-1,-1
23,0,0.392,0.43594009983361065,0.794,0.8186356073211315,0.5958424896587383,0.396035987210561,0.7980050656023785,0.6592357852167599,-1,-1,-1,-1
23,1,0.392,0.43594009983361065,0.794,0.8186356073211315,0.4155090395149302,0.4383274675851845,0.7430899619069933,0.7779119757489781,0.392,0.43594009983361065,0.794,0.8186356073211315
23,2,0.392,0.43594009983361065,0.794,0.8186356073211315,0.5096729045816637,0.47845206859805295,0.7902273436490111,0.7322386644793459,-1,-1,-1,-1
23,3,0.392,0.43594009983361065,0.794,0.8186356073211315,0.36891314754071874,0.43524724070668835,0.7372565915444028,0.8037168204066265,0.36891314754071874,0.4352472407066883,0.794,0.8186356073211315
23,4,0.392,0.43594009983361065,0.794,0.8186356073211315,0.2189812329833732,0.4213739286806826,0.7752657774932136,0.7347893247095525,0.2189812329833732,0.4213739286806826,0.794,0.8186356073211315
24,0,0.347,0.13311148086522462,0.69,0.5058236272878536,0.32587597757238884,0.058283413543963804,0.5717774699861039,0.37033044286521083,-1,-1,-1,-1
24,1,0.347,0.13311148086522462,0.69,0.5058236272878536,0.3593818798676642,0.10413027055907782,0.717651304069448,0.4805918708315404,0.347,0.10413027055907782,0.717651304069448,0.5058236272878536
24,2,0.347,0.13311148086522462,0.69,0.5058236272878536,0.43019853530773333,0.060582093650831004,0.7027033714128749,0.5755793822611877,0.347,0.060582093650831,0.7027033714128749,0.5755793822611877
24,3,0.347,0.13311148086522462,0.69,0.5058236272878536,0.4103999172396103,0.12607662443860262,0.689304166397363,0.5039934956063091,0.347,0.12607662443860262,0.69,0.5058236272878536
24,4,0.347,0.13311148086522462,0.69,0.5058236272878536,0.4865852048256528,0.1350456933761833,0.6386615867575297,0.4887596038450678,-1,-1,-1,-1
25,0,0.098,0.12479201331114809,0.627,0.7454242928452579,0.3745499051714387,0.21674142072615238,0.5572555210622415,0.5977140285472247,-1,-1,-1,-1
25,1,0.098,0.12479201331114809,0.627,0.7454242928452579,0.4374597938008984,0.11232937469745051,0.6150323972337125,0.5843867763184434,-1,-1,-1,-1
25,2,0.098,0.12479201331114809,0.627,0.7454242928452579,0.3634953464322647,0.2364898524062769,0.6384760828028051,0.6148367010172386,-1,-1,-1,-1
25,3,0.098,0.12479201331114809,0.627,0.7454242928452579,0.09759685591310109,0.08651258038571698,0.6744532461866598,0.5723153145506131,0.09759685591310109,0.08651258038571698,0.6744532461866598,0.7454242928452579
25,4,0.098,0.12479201331114809,0.627,0.7454242928452579,0.30134704021781283,0.2300440514149231,0.45006118663957473,0.6890647481107466,-1,-1,-1,-1
26,0,0.385,0.1896838602329451,0.698,0.6139767054908486,0.6910379561667852,0.476212677159531,0.8512640147322583,0.8949506172009466,-1,-1,-1,-1
26,1,0.385,0.1896838602329451,0.698,0.6139767054908486,0.4138355274851344,0.20871834418449467,0.7352962710864788,0.521345864064517,0.385,0.1896838602329451,0.7352962710864788,0.6139767054908486
26,2,0.385,0.1896838602329451,0.698,0.6139767054908486,0.4731635613426674,0.19936353778674967,0.7061484809252198,0.5431697142924377,0.385,0.1896838602329451,0.7061484809252196,0.6139767054908486
26,3,0.385,0.1896838602329451,0.698,0.6139767054908486,0.3895376653188017,0.17042806759963963,0.7231721138387086,0.5304537590932928,0.385,0.17042806759963963,0.7231721138387086,0.6139767054908486
26,4,0.385,0.1896838602329451,0.698,0.6139767054908486,0.4244307761601603,0.1684708849698459,0.6680682240498966,0.5637748048555831,0.385,0.1684708849698459,0.698,0.6139767054908486
27,0,0.237,0.18302828618968386,0.769,0.6821963394342762,0.5585762662996058,0.24751709824790233,0.7573340020480546,0.5906609487615642,-1,-1,-1,-1
27,1,0.237,0.18302828618968386,0.769,0.6821963394342762,0.5000048600900013,0.3009222296552281,0.673826294576493,0.6180797058210521,-1,-1,-1,-1
27,2,0.237,0.18302828618968386,0.769,0.6821963394342762,0.46640510125145423,0.2390336317367685,0.6886171264017257,0.6193363366972354,-1,-1,-1,-1
27,3,0.237,0.18302828618968386,0.769,0.6821963394342762,0.432796632121736,0.30325207078313254,0.6941437430317671,0.6154115975621235,-1,-1,-1,-1
27,4,0.237,0.18302828618968386,0.769,0.6821963394342762,0.412003399790751,0.24434925808143287,0.552870836228348,0.6542262801204819,-1,-1,-1,-1
28,0,0.294,0.1480865224625624,0.548,0.7520798668885191,0.3574432089015641,0.26369517025972194,0.5325278249620282,0.7018913754908025,0.294,0.1480865224625624,0.548,0.7520798668885191
28,1,0.294,0.1480865224625624,0.548,0.7520798668885191,0.2673257159101926,0.24000276181455735,0.5503727499676836,0.7329638377729669,0.2673257159101926,0.1480865224625624,0.5503727499676836,0.7520798668885191
28,2,0.294,0.1480865224625624,0.548,0.7520798668885191,0.34224488693284644,0.15871935005647592,0.49902798199974147,0.6265022422278399,-1,-1,-1,-1
28,3,0.294,0.1480865224625624,0.548,0.7520798668885191,0.32056699198552224,0.04451700496181153,0.5041880089839711,0.5493974537939705,-1,-1,-1,-1
28,4,0.294,0.1480865224625624,0.548,0.7520798668885191,0.34257985443462385,0.25557279340576594,0.48599416738705403,0.5828943039176796,-1,-1,-1,-1
29,0,0.34,0.15973377703826955,0.571,0.7487520798668885,0.6814750663496962,0.24407037153917008,0.9412727553200944,0.5059266082185886,-1,-1,-1,-1
29,1,0.34,0.15973377703826955,0.571,0.7487520798668885,0.38486061766820706,0.40384126489215794,0.5110556948641094,0.7380494004477732,-1,-1,-1,-1
29,2,0.34,0.15973377703826955,0.571,0.7487520798668885,0.3578238107549121,0.23059938204267966,0.6051874959604446,0.7387588684817394,0.34,0.15973377703826955,0.6051874959604446,0.7487520798668885
29,3,0.34,0.15973377703826955,0.571,0.7487520798668885,0.38532453535014866,0.4078343402908509,0.5201684267345851,0.7113518772355045,-1,-1,-1,-1
29,4,0.34,0.15973377703826955,0.571,0.7487520798668885,0.38644507012668045,0.28900156989565406,0.5635687148558687,0.7094517509210951,0.34,0.15973377703826955,0.571,0.7487520798668885
30,0,0.253,0.09317803660565724,0.844,0.9833610648918469,0.4006848813582601,0.24183331750551312,0.593209583239077,0.6960320530167545,-1,-1,-1,-1
30,1,0.253,0.09317803660565724,0.844,0.9833610648918469,0.3279502892321613,0.5100025695695729,0.6232696186053839,0.8247450075133121,-1,-1,-1,-1
30,2,0.253,0.09317803660565724,0.844,0.9833610648918469,0.3337587595232517,0.4837382804095848,0.5892115595915202,0.8693363366972354,-1,-1,-1,-1
30,3,0.253,0.09317803660565724,0.844,0.9833610648918469,0.3175558190804356,0.2804586702698069,0.7969893067921083,0.7035085445016673,-1,-1,-1,-1
30,4,0.253,0.09317803660565724,0.844,0.9833610648918469,0.5204117783839355,0.2938122117375753,0.6769674906686272,0.7227115073015276,-1,-1,-1,-1
31,0,0.202,0.26455906821963393,0.852,0.9767054908485857,0.22504353252044015,0.3169945931886026,0.40750311424468394,0.6320581748030066,-1,-1,-1,-1
31,1,0.202,0.26455906821963393,0.852,0.9767054908485857,0.3167488547860651,0.3826878559158509,0.4998178413020295,0.8573338940303625,-1,-1,-1,-1
31,2,0.202,0.26455906821963393,0.852,0.9767054908485857,0.22823096258563857,0.4609344534947827,0.5884554053289814,0.890031036534531,-1,-1,-1,-1
31,3,0.202,0.26455906821963393,0.852,0.9767054908485857,0.2992835848629783,0.31540636597730204,0.5024908908027405,0.8821380667760327,-1,-1,-1,-1
31,4,0.202,0.26455906821963393,0.852,0.9767054908485857,0.40187191100253683,0.5518194779676743,0.6712832051447777,0.8916016675519041,-1,-1,-1,-1
32,0,0.325,0.20299500831946754,0.797,0.6256239600665557,0.5412179183565473,0.25249713628509574,0.7196035454167206,0.5584030282682068,-1,-1,-1,-1
32,1,0.325,0.20299500831946754,0.797,0.6256239600665557,0.2886248394276758,0.22473879894578314,0.8436443403810109,0.45697966951511404,0.2886248394276758,0.20299500831946754,0.8436443403810109,0.6256239600665557
32,2,0.325,0.20299500831946754,0.797,0.6256239600665557,0.34444215255784644,0.2536036479903991,0.5792617561158868,0.6189088804996773,-1,-1,-1,-1
32,3,0.325,0.20299500831946754,0.797,0.6256239600665557,0.4295164816382013,0.1193760988429163,0.7037850885874483,0.6414589020143072,0.325,0.1193760988429163,0.797,0.6414589020143072
32,4,0.325,0.20299500831946754,0.797,0.6256239600665557,0.3539318254346562,0.1677813899291362,0.619657688081696,0.6769823609448956,0.325,0.1677813899291362,0.797,0.6769823609448956
