id,unique_path
39,./data/supermarket_dataset_real_scene/Beverages/Beverages_0039.png
40,./data/supermarket_dataset_real_scene/Beverages/Beverages_0040.png
41,./data/supermarket_dataset_real_scene/Beverages/Beverages_0041.png
42,./data/supermarket_dataset_real_scene/Beverages/Beverages_0042.png
43,./data/supermarket_dataset_real_scene/Beverages/Beverages_0043.png
44,./data/supermarket_dataset_real_scene/Beverages/Beverages_0044.png
45,./data/supermarket_dataset_real_scene/Beverages/Beverages_0045.png
46,./data/supermarket_dataset_real_scene/Beverages/Beverages_0046.png
47,./data/supermarket_dataset_real_scene/Beverages/Beverages_0047.png
48,./data/supermarket_dataset_real_scene/Beverages/Beverages_0048.png
49,./data/supermarket_dataset_real_scene/Beverages/Beverages_0049.png
50,./data/supermarket_dataset_real_scene/Beverages/Beverages_0050.png
51,./data/supermarket_dataset_real_scene/Beverages/Beverages_0051.png
52,./data/supermarket_dataset_real_scene/Beverages/Beverages_0052.png
53,./data/supermarket_dataset_real_scene/Beverages/Beverages_0053.png
54,./data/supermarket_dataset_real_scene/Beverages/Beverages_0054.png
55,./data/supermarket_dataset_real_scene/Beverages/Beverages_0055.png
56,./data/supermarket_dataset_real_scene/Beverages/Beverages_0056.png
57,./data/supermarket_dataset_real_scene/Beverages/Beverages_0057.png
58,./data/supermarket_dataset_real_scene/Beverages/Beverages_0058.png
59,./data/supermarket_dataset_real_scene/Beverages/Beverages_0059.png
60,./data/supermarket_dataset_real_scene/Beverages/Beverages_0060.png
61,./data/supermarket_dataset_real_scene/Beverages/Beverages_0061.png
62,./data/supermarket_dataset_real_scene/Beverages/Beverages_0062.png
63,./data/supermarket_dataset_real_scene/Beverages/Beverages_0063.png
64,./data/supermarket_dataset_real_scene/Beverages/Beverages_0064.png
65,./data/supermarket_dataset_real_scene/Beverages/Beverages_0065.png
66,./data/supermarket_dataset_real_scene/Beverages/Beverages_0066.png
67,./data/supermarket_dataset_real_scene/Beverages/Beverages_0067.png
68,./data/supermarket_dataset_real_scene/Beverages/Beverages_0068.png
69,./data/supermarket_dataset_real_scene/Beverages/Beverages_0069.png
70,./data/supermarket_dataset_real_scene/Beverages/Beverages_0070.png
71,./data/supermarket_dataset_real_scene/Beverages/Beverages_0071.png
72,./data/supermarket_dataset_real_scene/Beverages/Beverages_0072.png
73,./data/supermarket_dataset_real_scene/Beverages/Beverages_0073.png
74,./data/supermarket_dataset_real_scene/Beverages/Beverages_0074.png
75,./data/supermarket_dataset_real_scene/Beverages/Beverages_0075.png
76,./data/supermarket_dataset_real_scene/Beverages/Beverages_0076.png
77,./data/supermarket_dataset_real_scene/Beverages/Beverages_0077.png
78,./data/supermarket_dataset_real_scene/Beverages/Beverages_0078.png
79,./data/supermarket_dataset_real_scene/Beverages/Beverages_0079.png
80,./data/supermarket_dataset_real_scene/Beverages/Beverages_0080.png
81,./data/supermarket_dataset_real_scene/Beverages/Beverages_0081.png
82,./data/supermarket_dataset_real_scene/Beverages/Beverages_0082.png
83,./data/supermarket_dataset_real_scene/Beverages/Beverages_0083.png
84,./data/supermarket_dataset_real_scene/Beverages/Beverages_0084.png
85,./data/supermarket_dataset_real_scene/Beverages/Beverages_0085.png
86,./data/supermarket_dataset_real_scene/Beverages/Beverages_0086.png
87,./data/supermarket_dataset_real_scene/Beverages/Beverages_0087.png
88,./data/supermarket_dataset_real_scene/Beverages/Beverages_0088.png
89,./data/supermarket_dataset_real_scene/Beverages/Beverages_0089.png
90,./data/supermarket_dataset_real_scene/Beverages/Beverages_0090.png
91,./data/supermarket_dataset_real_scene/Beverages/Beverages_0091.png
92,./data/supermarket_dataset_real_scene/Beverages/Beverages_0092.png
93,./data/supermarket_dataset_real_scene/Beverages/Beverages_0093.png
94,./data/supermarket_dataset_real_scene/Beverages/Beverages_0094.png
95,./data/supermarket_dataset_real_scene/Beverages/Beverages_0095.png
96,./data/supermarket_dataset_real_scene/Beverages/Beverages_0096.png
97,./data/supermarket_dataset_real_scene/Beverages/Beverages_0097.png
98,./data/supermarket_dataset_real_scene/Beverages/Beverages_0098.png
99,./data/supermarket_dataset_real_scene/Beverages/Beverages_0099.png
100,./data/supermarket_dataset_real_scene/Snacks/Snacks_0000.png
101,./data/supermarket_dataset_real_scene/Snacks/Snacks_0001.png
102,./data/supermarket_dataset_real_scene/Snacks/Snacks_0002.png
103,./data/supermarket_dataset_real_scene/Snacks/Snacks_0003.png
104,./data/supermarket_dataset_real_scene/Snacks/Snacks_0004.png
105,./data/supermarket_dataset_real_scene/Snacks/Snacks_0005.png
106,./data/supermarket_dataset_real_scene/Snacks/Snacks_0006.png
107,./data/supermarket_dataset_real_scene/Snacks/Snacks_0007.png
108,./data/supermarket_dataset_real_scene/Snacks/Snacks_0008.png
109,./data/supermarket_dataset_real_scene/Snacks/Snacks_0009.png
110,./data/supermarket_dataset_real_scene/Snacks/Snacks_0010.png
111,./data/supermarket_dataset_real_scene/Snacks/Snacks_0011.png
112,./data/supermarket_dataset_real_scene/Snacks/Snacks_0012.png
113,./data/supermarket_dataset_real_scene/Snacks/Snacks_0013.png
114,./data/supermarket_dataset_real_scene/Snacks/Snacks_0014.png
115,./data/supermarket_dataset_real_scene/Snacks/Snacks_0015.png
116,./data/supermarket_dataset_real_scene/Snacks/Snacks_0016.png
117,./data/supermarket_dataset_real_scene/Snacks/Snacks_0017.png
118,./data/supermarket_dataset_real_scene/Snacks/Snacks_0018.png
119,./data/supermarket_dataset_real_scene/Snacks/Snacks_0019.png
120,./data/supermarket_dataset_real_scene/Snacks/Snacks_0020.png
121,./data/supermarket_dataset_real_scene/Snacks/Snacks_0021.png
122,./data/supermarket_dataset_real_scene/Snacks/Snacks_0022.png
123,./data/supermarket_dataset_real_scene/Snacks/Snacks_0023.png
124,./data/supermarket_dataset_real_scene/Snacks/Snacks_0024.png
125,./data/supermarket_dataset_real_scene/Snacks/Snacks_0025.png
126,./data/supermarket_dataset_real_scene/Snacks/Snacks_0026.png
127,./data/supermarket_dataset_real_scene/Snacks/Snacks_0027.png
128,./data/supermarket_dataset_real_scene/Snacks/Snacks_0028.png
129,./data/supermarket_dataset_real_scene/Snacks/Snacks_0029.png
130,./data/supermarket_dataset_real_scene/Snacks/Snacks_0030.png
131,./data/supermarket_dataset_real_scene/Snacks/Snacks_0031.png
132,./data/supermarket_dataset_real_scene/Snacks/Snacks_0032.png
133,./data/supermarket_dataset_real_scene/Snacks/Snacks_0033.png
134,./data/supermarket_dataset_real_scene/Snacks/Snacks_0034.png
135,./data/supermarket_dataset_real_scene/Snacks/Snacks_0035.png
136,./data/supermarket_dataset_real_scene/Snacks/Snacks_0036.png
137,./data/supermarket_dataset_real_scene/Snacks/Snacks_0037.png
138,./data/supermarket_dataset_real_scene/Snacks/Snacks_0038.png
139,./data/supermarket_dataset_real_scene/Snacks/Snacks_0039.png
140,./data/supermarket_dataset_real_scene/Snacks/Snacks_0040.png
141,./data/supermarket_dataset_real_scene/Snacks/Snacks_0041.png
142,./data/supermarket_dataset_real_scene/Snacks/Snacks_0042.png
143,./data/supermarket_dataset_real_scene/Snacks/Snacks_0043.png
144,./data/supermarket_dataset_real_scene/Snacks/Snacks_0044.png
145,./data/supermarket_dataset_real_scene/Snacks/Snacks_0045.png
146,./data/supermarket_dataset_real_scene/Snacks/Snacks_0046.png
147,./data/supermarket_dataset_real_scene/Snacks/Snacks_0047.png
148,./data/supermarket_dataset_real_scene/Snacks/Snacks_0048.png
149,./data/supermarket_dataset_real_scene/Snacks/Snacks_0049.png
150,./data/supermarket_dataset_real_scene/Snacks/Snacks_0050.png
151,./data/supermarket_dataset_real_scene/Snacks/Snacks_0051.png
152,./data/supermarket_dataset_real_scene/Snacks/Snacks_0052.png
153,./data/supermarket_dataset_real_scene/Snacks/Snacks_0053.png
154,./data/supermarket_dataset_real_scene/Snacks/Snacks_0054.png
155,./data/supermarket_dataset_real_scene/Snacks/Snacks_0055.png
156,./data/supermarket_dataset_real_scene/Snacks/Snacks_0056.png
157,./data/supermarket_dataset_real_scene/Snacks/Snacks_0057.png
158,./data/supermarket_dataset_real_scene/Snacks/Snacks_0058.png
159,./data/supermarket_dataset_real_scene/Snacks/Snacks_0059.png
160,./data/supermarket_dataset_real_scene/Snacks/Snacks_0060.png
161,./data/supermarket_dataset_real_scene/Snacks/Snacks_0061.png
162,./data/supermarket_dataset_real_scene/Snacks/Snacks_0062.png
163,./data/supermarket_dataset_real_scene/Snacks/Snacks_0063.png
164,./data/supermarket_dataset_real_scene/Snacks/Snacks_0064.png
165,./data/supermarket_dataset_real_scene/Snacks/Snacks_0065.png
166,./data/supermarket_dataset_real_scene/Snacks/Snacks_0066.png
167,./data/supermarket_dataset_real_scene/Snacks/Snacks_0067.png
168,./data/supermarket_dataset_real_scene/Snacks/Snacks_0068.png
169,./data/supermarket_dataset_real_scene/Snacks/Snacks_0069.png
170,./data/supermarket_dataset_real_scene/Snacks/Snacks_0070.png
171,./data/supermarket_dataset_real_scene/Snacks/Snacks_0071.png
172,./data/supermarket_dataset_real_scene/Snacks/Snacks_0072.png
173,./data/supermarket_dataset_real_scene/Snacks/Snacks_0073.png
174,./data/supermarket_dataset_real_scene/Snacks/Snacks_0074.png
175,./data/supermarket_dataset_real_scene/Snacks/Snacks_0075.png
176,./data/supermarket_dataset_real_scene/Snacks/Snacks_0076.png
177,./data/supermarket_dataset_real_scene/Snacks/Snacks_0077.png
178,./data/supermarket_dataset_real_scene/Snacks/Snacks_0078.png
179,./data/supermarket_dataset_real_scene/Snacks/Snacks_0079.png
180,./data/supermarket_dataset_real_scene/Snacks/Snacks_0080.png
181,./data/supermarket_dataset_real_scene/Snacks/Snacks_0081.png
182,./data/supermarket_dataset_real_scene/Snacks/Snacks_0082.png
183,./data/supermarket_dataset_real_scene/Snacks/Snacks_0083.png
184,./data/supermarket_dataset_real_scene/Snacks/Snacks_0084.png
185,./data/supermarket_dataset_real_scene/Snacks/Snacks_0085.png
186,./data/supermarket_dataset_real_scene/Snacks/Snacks_0086.png
187,./data/supermarket_dataset_real_scene/Snacks/Snacks_0087.png
188,./data/supermarket_dataset_real_scene/Snacks/Snacks_0088.png
189,./data/supermarket_dataset_real_scene/Snacks/Snacks_0089.png
190,./data/supermarket_dataset_real_scene/Snacks/Snacks_0090.png
191,./data/supermarket_dataset_real_scene/Snacks/Snacks_0091.png
192,./data/supermarket_dataset_real_scene/Snacks/Snacks_0092.png
193,./data/supermarket_dataset_real_scene/Snacks/Snacks_0093.png
194,./data/supermarket_dataset_real_scene/Snacks/Snacks_0094.png
195,./data/supermarket_dataset_real_scene/Snacks/Snacks_0095.png
196,./data/supermarket_dataset_real_scene/Snacks/Snacks_0096.png
197,./data/supermarket_dataset_real_scene/Snacks/Snacks_0097.png
198,./data/supermarket_dataset_real_scene/Snacks/Snacks_0098.png
199,./data/supermarket_dataset_real_scene/Snacks/Snacks_0099.png
200,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0000.png
201,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0001.png
202,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0002.png
203,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0003.png
204,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0004.png
205,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0005.png
206,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0006.png
207,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0007.png
208,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0008.png
209,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0009.png
210,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0010.png
211,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0011.png
212,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0012.png
213,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0013.png
214,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0014.png
215,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0015.png
216,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0016.png
217,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0017.png
218,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0018.png
219,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0019.png
220,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0020.png
221,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0021.png
222,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0022.png
223,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0023.png
224,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0024.png
225,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0025.png
226,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0026.png
227,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0027.png
228,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0028.png
229,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0029.png
230,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0030.png
231,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0031.png
232,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0032.png
233,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0033.png
234,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0034.png
235,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0035.png
236,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0036.png
237,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0037.png
238,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0038.png
239,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0039.png
240,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0040.png
241,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0041.png
242,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0042.png
243,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0043.png
244,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0044.png
245,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0045.png
246,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0046.png
247,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0047.png
248,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0048.png
249,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0049.png
250,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0050.png
251,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0051.png
252,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0052.png
253,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0053.png
254,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0054.png
255,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0055.png
256,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0056.png
257,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0057.png
258,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0058.png
259,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0059.png
260,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0060.png
261,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0061.png
262,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0062.png
263,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0063.png
264,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0064.png
265,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0065.png
266,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0066.png
267,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0067.png
268,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0068.png
269,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0069.png
270,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0070.png
271,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0071.png
272,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0072.png
273,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0073.png
274,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0074.png
275,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0075.png
276,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0076.png
277,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0077.png
278,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0078.png
279,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0079.png
280,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0080.png
281,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0081.png
282,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0082.png
283,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0083.png
284,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0084.png
285,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0085.png
286,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0086.png
287,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0087.png
288,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0088.png
289,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0089.png
290,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0090.png
291,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0091.png
292,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0092.png
293,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0093.png
294,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0094.png
295,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0095.png
296,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0096.png
297,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0097.png
298,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0098.png
299,./data/supermarket_dataset_real_scene/PersonalCare/PersonalCare_0099.png
300,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0000.png
301,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0001.png
302,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0002.png
303,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0003.png
304,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0004.png
305,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0005.png
306,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0006.png
307,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0007.png
308,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0008.png
309,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0009.png
310,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0010.png
311,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0011.png
312,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0012.png
313,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0013.png
314,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0014.png
315,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0015.png
316,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0016.png
317,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0017.png
318,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0018.png
319,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0019.png
320,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0020.png
321,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0021.png
322,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0022.png
323,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0023.png
324,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0024.png
325,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0025.png
326,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0026.png
327,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0027.png
328,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0028.png
329,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0029.png
330,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0030.png
331,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0031.png
332,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0032.png
333,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0033.png
334,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0034.png
335,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0035.png
336,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0036.png
337,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0037.png
338,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0038.png
339,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0039.png
340,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0040.png
341,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0041.png
342,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0042.png
343,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0043.png
344,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0044.png
345,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0045.png
346,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0046.png
347,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0047.png
348,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0048.png
349,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0049.png
350,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0050.png
351,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0051.png
352,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0052.png
353,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0053.png
354,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0054.png
355,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0055.png
356,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0056.png
357,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0057.png
358,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0058.png
359,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0059.png
360,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0060.png
361,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0061.png
362,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0062.png
363,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0063.png
364,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0064.png
365,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0065.png
366,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0066.png
367,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0067.png
368,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0068.png
369,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0069.png
370,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0070.png
371,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0071.png
372,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0072.png
373,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0073.png
374,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0074.png
375,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0075.png
376,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0076.png
377,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0077.png
378,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0078.png
379,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0079.png
380,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0080.png
381,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0081.png
382,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0082.png
383,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0083.png
384,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0084.png
385,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0085.png
386,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0086.png
387,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0087.png
388,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0088.png
389,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0089.png
390,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0090.png
391,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0091.png
392,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0092.png
393,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0093.png
